code,database,name,type,unit,cat_1,Exiobase name,Exiobase unit,Exiobase compartment
2649e223-09c0-5ced-9604-6cd6332e7cf9,biosphere3,Dimethyl hexanediol,emission,kilogram,water,,,
95a9f739-736a-57fe-b592-dfb52251ef1e,biosphere3,Dimethyl hexynediol,emission,kilogram,water,,,
f5ce0b83-d178-4f50-b1cb-844091b7f0bc,biosphere3,Dimethyl malonate,emission,kilogram,air,,,
56d00bcd-9da1-4486-bfe6-10dc0f1d4575,biosphere3,Dimethylamine,emission,kilogram,air,,,
43398c2a-4ceb-4c7f-8ffc-37d2b78e22a3,biosphere3,Dimethylamine,emission,kilogram,water,,,
d0cde0b1-afcc-5179-8895-0aacba2e15a1,biosphere3,Dimethyldichlorosilane,emission,kilogram,air,,,
4c8e3c03-0943-5ddd-aa22-c0314291fdf9,biosphere3,Dimethyldichlorosilane,emission,kilogram,water,,,
20185046-64bb-4c09-a8e7-e8a9e144ca98,biosphere3,Dinitrogen monoxide,emission,kilogram,air,N2O,tonnes,air
4cd94f47-0da2-5c4a-bfae-013bacbcf648,biosphere3,Dinitrogen tetroxide,emission,kilogram,air,,,
24752b90-cc53-4198-a442-14196853148d,biosphere3,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",emission,kilogram,soil,,,
082903e4-45d8-4078-94cb-736b15279277,biosphere3,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",emission,kilogram,air,dioxin,tonnes,air
737c3221-1456-4c6b-8605-6ac00dc88b2e,biosphere3,"Dioxins, measured as 2,3,7,8-tetrachlorodibenzo-p-dioxin",emission,kilogram,water,,,
1d8560a8-23e0-57f0-ade2-69103c953de8,biosphere3,Diphenylether-compound,emission,kilogram,water,,,
101c756f-d7af-4c18-826f-2144b6a54f5f,biosphere3,Dipropylamine,emission,kilogram,water,,,
ad273394-b76d-4c19-a140-3112bdec8524,biosphere3,Dipropylamine,emission,kilogram,air,,,
9da5c6d0-92f0-4a7c-933b-7e14d980975a,biosphere3,"Disinfectants, unspecified",emission,kilogram,water,,,
5ce634de-b810-4533-9efb-719c38fe7c09,biosphere3,Dissolved solids,emission,kilogram,water,,,
79607917-9e12-4292-b289-21ff2b36e04b,biosphere3,"DOC, Dissolved Organic Carbon",emission,kilogram,water,,,
eba1a8ae-fb73-52f4-b1b5-fb28dccd826d,biosphere3,Dodecanol,emission,kilogram,water,,,
3ff3231e-3c38-5a47-a6fd-821d11c599e0,biosphere3,Elemental carbon,emission,kilogram,water,,,
bc86067c-20e8-46e7-8419-de1eee73ccdd,biosphere3,Elemental carbon,emission,kilogram,soil,,,
1247aa8b-3a24-552a-bddf-bb578e5d2dc5,biosphere3,Epichlorohydrin,emission,kilogram,water,,,
d547f43d-63e3-4928-ae85-28e6fd7aabc5,biosphere3,Epichlorohydrin,emission,kilogram,air,,,
8e30c990-5ed4-4f94-9d0e-2f5e4ff1a1f9,biosphere3,Ethane,emission,kilogram,air,,,
468111da-3988-4c54-b6a0-b8feb1b5e5da,biosphere3,Ethane thiol,emission,kilogram,air,,,
e87f039d-d9ce-4242-ac18-c9284cc80f3d,biosphere3,"Ethane, 1,1,1,2-tetrafluoro-, HFC-134a",emission,kilogram,air,HFCs,tonnes,air
ce6294f5-2ed7-46ee-a967-33e265e34455,biosphere3,"Ethane, 1,1,1-trichloro-, HCFC-140",emission,kilogram,air,HCFCs,tonnes,air
c8e5538f-17a1-4f62-aa64-39a91adb5cd3,biosphere3,"Ethane, 1,1,1-trichloro-, HCFC-140",emission,kilogram,water,,,
e86bfec2-1025-4fa2-90b1-81e35e621e91,biosphere3,"Ethane, 1,1,1-trifluoro-, HFC-143a",emission,kilogram,air,,,
b32061b1-8d24-4663-b10d-0a1c705f2937,biosphere3,"Ethane, 1,1,2-trichloro-",emission,kilogram,air,,,
cacfd448-6c2d-4061-9363-fd506b979f25,biosphere3,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113",emission,kilogram,air,CFCs,tonnes,air
843fd145-61ac-4fa7-a608-ce4ac4d88d49,biosphere3,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b",emission,kilogram,air,HCFCs,tonnes,air
9cf9bf0e-86fe-42c0-90cc-bfed96fbdc8f,biosphere3,"Ethane, 1,1-difluoro-, HFC-152a",emission,kilogram,air,HFCs,tonnes,air
deb80fa5-4d0a-427e-9526-443f88d17b53,biosphere3,"Ethane, 1,2-dichloro-",emission,kilogram,water,,,
03758df7-503a-400e-bc7b-ec05825761a5,biosphere3,"Ethane, 1,2-dichloro-",emission,kilogram,air,,,
8a3a44e4-e2f1-476d-9e9e-a90fda263fe3,biosphere3,"Ethane, 1,2-dichloro-1,1,2,2-tetrafluoro-, CFC-114",emission,kilogram,air,CFCs,tonnes,air
ba781ac6-cdf1-4a09-86b5-76b19ed3438b,biosphere3,"Ethane, 1-chloro-1,1-difluoro-, HCFC-142b",emission,kilogram,air,HCFCs,tonnes,air
050da0cd-2957-45a9-ae7a-ace372083fe5,biosphere3,"Ethane, 2,2-dichloro-1,1,1-trifluoro-, HCFC-123",emission,kilogram,air,HCFCs,tonnes,air
60268f3d-468b-487e-acb1-24d7250cb6b3,biosphere3,"Ethane, 2-chloro-1,1,1,2-tetrafluoro-, HCFC-124",emission,kilogram,air,HCFCs,tonnes,air
ec8789e5-d140-4ca8-b7ef-b3abfd044414,biosphere3,"Ethane, chloropentafluoro-, CFC-115",emission,kilogram,air,CFCs,tonnes,air
a9362d7a-627f-414b-96c2-e61e56c77fb8,biosphere3,"Ethane, hexachloro-",emission,kilogram,water,,,
acc39720-dda7-4b3a-80c7-c6394cad4191,biosphere3,"Ethane, hexafluoro-, HFC-116",emission,kilogram,air,HFCs,tonnes,air
281e1011-f121-4d5b-ad4d-22d562b2c2cd,biosphere3,"Ethane, pentafluoro-, HFC-125",emission,kilogram,air,HFCs,tonnes,air
fdb29dc7-261d-4f8f-8e7d-c73899480bf8,biosphere3,Ethanol,emission,kilogram,water,,,
d3f5d0b9-0155-4800-9dbb-b0583948c8c6,biosphere3,Ethanol,emission,kilogram,air,,,
9c2a7dc9-8b1f-46ba-bc16-0d761a4f6016,biosphere3,Ethene,emission,kilogram,air,,,
f3a3227c-39f4-4383-8007-8b3b0c33467a,biosphere3,Ethene,emission,kilogram,water,,,
d3f2bf47-65db-4bc7-8334-eb5107e7585a,biosphere3,"Ethene, chloro-",emission,kilogram,water,,,
2a51889e-9264-45df-9753-64c25a755d9e,biosphere3,"Ethene, chloro-",emission,kilogram,air,,,
4b0d68e7-37bc-4184-93b5-91b70c62e585,biosphere3,"Ethene, tetrachloro-",emission,kilogram,water,,,
9bc66656-9f37-44bc-ae0b-5d5243b8137e,biosphere3,"Ethene, tetrachloro-",emission,kilogram,air,,,
3fa03c96-b976-4f0f-8089-220968515ee1,biosphere3,"Ethene, trichloro-",emission,kilogram,air,,,
3801ac00-aef4-4224-8d04-9d6734794719,biosphere3,"Ethene, trichloro-",emission,kilogram,water,,,
43a7aa3a-a34d-467a-943f-4a263ebe8df3,biosphere3,Ethyl acetate,emission,kilogram,water,,,
8077467e-8d30-46cc-ab55-5759286eebd3,biosphere3,Ethyl acetate,emission,kilogram,air,,,
779f93e2-bbb4-4a06-a46a-ce636fe59a62,biosphere3,Ethyl cellulose,emission,kilogram,air,,,
a0f10b49-f9e6-4195-95af-bbc1ba417944,biosphere3,Ethylamine,emission,kilogram,water,,,
b1dc1428-e198-464d-a434-a7e6d880f041,biosphere3,Ethylamine,emission,kilogram,air,,,
90f722bf-cb9b-571a-88fc-34286632bdc4,biosphere3,Ethylene,emission,kilogram,air,,,
0650f48f-c6c9-44ae-ac49-c3bae05220c3,biosphere3,Ethylene diamine,emission,kilogram,water,,,
397c6564-d1c4-41f5-a4ff-4832874f397f,biosphere3,Ethylene diamine,emission,kilogram,air,,,
b608516c-d577-4957-bcaa-851c7377ada8,biosphere3,Ethylene glycol monoethyl ether,emission,kilogram,water,,,
45e23e23-d952-4721-a514-2acfa5bfcab5,biosphere3,Ethylene glycol monoethyl ether,emission,kilogram,air,,,
4407dc37-09ec-4d52-b65a-9c3f0a88306d,biosphere3,Ethylene oxide,emission,kilogram,air,,,
8e037b16-1a38-4220-996e-9f11e89ff194,biosphere3,Ethylene oxide,emission,kilogram,water,,,
42a2f3e7-5393-4a69-9b0b-f70a9139ee24,biosphere3,Ethyne,emission,kilogram,air,,,
19b0229f-7cda-4154-baee-c1b1efef532a,biosphere3,Fluoboric acid,emission,kilogram,water,,,
d57ab983-120a-448b-a681-b876e1addecf,biosphere3,Fluoranthene,emission,kilogram,air,,,
dbe2c062-5692-4282-aa6c-e75f4d718077,biosphere3,Fluorene,emission,kilogram,air,,,
de875382-6ef2-454c-b828-2c3a5080d39c,biosphere3,Fluoride,emission,kilogram,soil,,,
96b0e9d0-5bfc-4113-ac30-c9b8a310b534,biosphere3,Fluoride,emission,kilogram,water,,,
1c389e81-9f9d-4e52-a6e9-11cc6b73d90d,biosphere3,Fluorine,emission,kilogram,air,,,
2061c1e1-6a81-47ad-8a1d-81dd30783f2c,biosphere3,Fluosilicic acid,emission,kilogram,water,,,
ee71f42f-de6b-46ef-a1dc-7e5d2f33a3ed,biosphere3,Fluosilicic acid,emission,kilogram,air,,,
66729b69-c76f-43b2-bd9a-4a03c4983afd,biosphere3,Formaldehyde,emission,kilogram,water,,,
a861cfae-a310-4e9d-b9eb-5d555c9a684c,biosphere3,Formaldehyde,emission,kilogram,air,Formaldehyd,tonnes,air
1d8ba55c-e60b-45ef-8e66-d947d8e7a01f,biosphere3,Formamide,emission,kilogram,air,,,
f127acc1-4904-448c-9b46-e0c4d2da8bda,biosphere3,Formamide,emission,kilogram,water,,,
c1ed95a3-cf8a-4ab4-a687-e98b95301adc,biosphere3,Formate,emission,kilogram,water,,,
97f92a10-ea74-463f-a9d7-3c852b6aab4c,biosphere3,Formic acid,emission,kilogram,water,,,
27804c78-5eee-47f9-9a91-1f6126ccfe45,biosphere3,Formic acid,emission,kilogram,air,,,
6185fd6b-02a7-4db5-a5dd-f4b7445f9ce5,biosphere3,"Fungicides, unspecified",emission,kilogram,water,,,
284d6491-de2c-4124-95db-7732cbb5136c,biosphere3,Furan,emission,kilogram,air,Furans,tonnes,air
c082af51-1644-52fc-b49d-5b6c65eb1865,biosphere3,Glucose,emission,kilogram,water,,,
8a4f6db6-dfe0-4247-8b0b-142ed2b7aab6,biosphere3,Glutaraldehyde,emission,kilogram,water,,,
123b7b5a-cfc3-4dba-a14c-8481d3543f43,biosphere3,Gold,emission,kilogram,water,,,
dfbe093a-f470-4ae7-a207-50444f1f23f1,biosphere3,"Heat, waste",emission,megajoule,soil,,,
9b83f2bb-7d61-4e55-b37a-443f164c5f30,biosphere3,"Heat, waste",emission,megajoule,water,,,
f2d84834-d0b3-42e5-b41a-f04cc80337a4,biosphere3,"Heat, waste",emission,megajoule,air,,,
f2e74872-f56d-4e49-8dfd-1428c6fbd59c,biosphere3,Helium,emission,kilogram,air,,,
1ec6c4b4-ee5f-4788-8683-c95a84d6d63c,biosphere3,Heptane,emission,kilogram,air,,,
4b1af256-23b8-4e53-8148-cf52040f5ad7,biosphere3,"Herbicides, unspecified",emission,kilogram,water,,,
5bd325f2-8c4b-4e1f-bb84-2f58900f4d51,biosphere3,Hexamethyldisilizane,emission,kilogram,air,,,
856f0506-79b3-42c1-8faa-3e9f8699c28d,biosphere3,Hexane,emission,kilogram,water,,,
6b248529-b754-4be7-8b1a-91b9756fc2bc,biosphere3,Hexane,emission,kilogram,air,,,
3c9f4830-91f4-4a22-bd83-c9439b41106c,biosphere3,Hydrazine,emission,kilogram,water,,,
5c9ec415-12f1-4390-bcff-3ff0fcd7ba73,biosphere3,"Hydrocarbons, aliphatic, alkanes, cyclic",emission,kilogram,air,,,
2451f9df-0596-49ec-8380-08e4ad75a153,biosphere3,"Hydrocarbons, aliphatic, alkanes, unspecified",emission,kilogram,air,,,
acd68ded-df6f-4a5f-b95d-bbbf2567c735,biosphere3,"Hydrocarbons, aliphatic, alkanes, unspecified",emission,kilogram,water,,,
ef7bc7b8-f85b-4687-9cb1-eb60384650fa,biosphere3,"Hydrocarbons, aliphatic, unsaturated",emission,kilogram,water,,,
4cff006f-c6df-42a8-9dee-cc064f14326e,biosphere3,"Hydrocarbons, aliphatic, unsaturated",emission,kilogram,air,,,
3cca7f02-58b0-4b49-9938-e0f8bea03064,biosphere3,"Hydrocarbons, aromatic",emission,kilogram,air,,,
04abe114-7939-4935-9281-49e5d89cc1bc,biosphere3,"Hydrocarbons, aromatic",emission,kilogram,water,,,
d14eb0da-95fd-46c3-90db-55ca33d78701,biosphere3,"Hydrocarbons, chlorinated",emission,kilogram,air,,,
e620a933-c348-4e7e-8893-ab0a0f681c7e,biosphere3,"Hydrocarbons, unspecified",emission,kilogram,water,,,
042e5892-cd59-4e95-949e-cacce0e6a590,biosphere3,"Hydrocarbons, unspecified",emission,kilogram,soil,,,
7dd051f1-c653-44d9-90e4-828f144253c3,biosphere3,Hydrochloric acid,emission,kilogram,water,,,
c9a8073a-8a19-5b9b-a120-7d549563b67b,biosphere3,Hydrochloric acid,emission,kilogram,air,,,
b301fa9a-ba60-4eac-8ccc-6ccbdf099b35,biosphere3,Hydrogen,emission,kilogram,air,,,
c941d6d0-a56c-4e6c-95de-ac685635218d,biosphere3,Hydrogen chloride,emission,kilogram,air,,,
24541c8c-9f11-49ae-9de5-456f238a3f5e,biosphere3,Hydrogen fluoride,emission,kilogram,air,,,
c7be600c-e8ef-4e50-b092-1f9a3aa47706,biosphere3,Hydrogen peroxide,emission,kilogram,water,,,
1dcf6b74-c474-420b-81ca-0b8d3d4f28d7,biosphere3,Hydrogen peroxide,emission,kilogram,air,,,
42d33bc4-cdea-4b1d-896c-090e792183be,biosphere3,Hydrogen sulfide,emission,kilogram,water,,,
20d4d821-f4f7-4017-8810-f822fcdf619e,biosphere3,Hydrogen sulfide,emission,kilogram,air,,,
22043b06-1981-45a5-bfbb-20ae6f253191,biosphere3,"Hydrogen-3, Tritium",emission,kilo Becquerel,air,,,
9be02ae0-3170-4544-8665-f03a1b43f2bd,biosphere3,"Hydrogen-3, Tritium",emission,kilo Becquerel,water,,,
d9224532-4d6d-4400-8a78-83fca1649548,biosphere3,Hydroxide,emission,kilogram,water,,,
57f006f6-e406-404f-8afe-2eb891f713ad,biosphere3,Hypochlorite,emission,kilogram,water,,,
76608f33-7127-47f2-9718-383b3efe3b43,biosphere3,"Indeno(1,2,3-cd)pyrene",emission,kilogram,air,"Indeno-[1,2,3-cd]-pyrene",tonnes,air
6296baee-87bd-4e6e-bd20-c1578b7a7247,biosphere3,"Indeno(1,2,3-cd)pyrene",emission,kilogram,water,,,
d7853477-ebdb-4339-aecf-c1837f963bed,biosphere3,"Insecticides, unspecified",emission,kilogram,water,,,
ddc51f31-6807-4e02-9fab-490f3357abbf,biosphere3,Iodide,emission,kilogram,water,,,
22b18b15-712c-4475-a6a3-e245da9252b6,biosphere3,Iodide,emission,kilogram,soil,,,
446d8fe4-fde6-4640-bc23-f04a663bbc04,biosphere3,Iodine,emission,kilogram,air,,,
106689fa-52d8-4f7d-aa5b-920122aaf1aa,biosphere3,Iodine-129,emission,kilo Becquerel,air,,,
777160e1-99a9-4a03-b189-8c1af57ee560,biosphere3,Iodine-129,emission,kilo Becquerel,water,,,
c317b216-2668-40f8-9e24-1ce183d53697,biosphere3,Iodine-131,emission,kilo Becquerel,air,,,
618c3a74-5b36-4d8a-b94f-26b8270448f8,biosphere3,Iodine-131,emission,kilo Becquerel,water,,,
29f7aad7-40e1-44db-af21-b3604c10b3f0,biosphere3,Iodine-133,emission,kilo Becquerel,air,,,
cf4eaf0f-9f17-4a0f-b42d-bb068c73c706,biosphere3,Iodine-133,emission,kilo Becquerel,water,,,
a18a3afb-9456-4b80-bafb-78be060c90dc,biosphere3,Iodine-135,emission,kilo Becquerel,air,,,
8dba66e2-0f2e-4038-84ef-1e40b4f573a6,biosphere3,Iron,emission,kilogram,air,,,
ce567bdc-76ec-4ca0-be79-8bb796e448b3,biosphere3,Iron,emission,kilogram,soil,,,
de444dc0-5964-4501-8367-50ba53bfc6b9,biosphere3,"Iron, ion",emission,kilogram,water,,,
b25f5005-10df-4c06-ae4c-ddad7bc04e7e,biosphere3,Iron-59,emission,kilo Becquerel,water,,,
b5bc86de-20f6-4791-8f67-e9ba7930f76c,biosphere3,Iron-59,emission,kilo Becquerel,air,,,
ca6e057b-6b74-4ec2-83b0-0e82b98d97f2,biosphere3,Isocyanic acid,emission,kilogram,air,,,
0c209634-80bb-4909-8442-3189b7cb01d7,biosphere3,Isoprene,emission,kilogram,air,,,
83142883-f04b-4724-ad8b-9528983c6511,biosphere3,Isopropylamine,emission,kilogram,water,,,
3bdac115-edd6-463f-8ad7-84552b81393c,biosphere3,Isopropylamine,emission,kilogram,air,,,
8653eab9-c010-4d0b-ae9f-71694cb5291f,biosphere3,Krypton-85,emission,kilo Becquerel,air,,,
4f46f2a8-545c-44d8-a40d-3e49571dcd51,biosphere3,Krypton-85,emission,kilo Becquerel,water,,,
421a7f1b-01a5-4160-bb7e-32fa8967d9b9,biosphere3,Krypton-85m,emission,kilo Becquerel,air,,,
e49fc1ed-4bf5-4ec2-88b1-29ff979b37b8,biosphere3,Krypton-87,emission,kilo Becquerel,air,,,
d350156f-e614-4206-9949-02de6f45f5ab,biosphere3,Krypton-88,emission,kilo Becquerel,air,,,
e9633b45-9a6e-4d43-8c5e-4d59377bfe32,biosphere3,Krypton-89,emission,kilo Becquerel,air,,,
35a27f5c-487b-48c6-bfd5-0a2dbacf2045,biosphere3,Lactic acid,emission,kilogram,air,,,
8c12756d-7419-4926-8aaa-d84900407527,biosphere3,Lactic acid,emission,kilogram,water,,,
b6e43995-389d-4353-a5ad-6957ab1ae048,biosphere3,Lanthanum,emission,kilogram,air,,,
b03fcc8f-b010-459d-b021-e832cff01700,biosphere3,Lanthanum-140,emission,kilo Becquerel,air,,,
41e246e0-9011-4749-8eb0-8b4e31ed1ec2,biosphere3,Lanthanum-140,emission,kilo Becquerel,water,,,
b0d2b7b9-c76d-50d4-b776-b9419ae83abe,biosphere3,Lauric acid,emission,kilogram,air,,,
4dc5b593-5953-57de-b908-c3c34a558f40,biosphere3,Lauric acid,emission,kilogram,water,,,
739234c8-5359-48b4-983f-9cb170d68c8d,biosphere3,Lead,emission,kilogram,soil,Pb,tonnes,soil
8e123669-94d3-41d8-9480-a79211fe7c43,biosphere3,Lead,emission,kilogram,air,Pb,tonnes,air
31c4d160-b21e-41b3-b9c1-3d7a72377653,biosphere3,Lead,emission,kilogram,water,,,
00e73fdb-98df-4a03-8290-79931cddfd12,biosphere3,Lead-210,emission,kilo Becquerel,air,,,
2cfc5ba4-3db2-4193-9e81-b61e75ba1706,biosphere3,Lead-210,emission,kilo Becquerel,water,,,
6230c099-a983-4d9d-98a8-a0697962bec3,biosphere3,Lithium,emission,kilogram,soil,,,
800ec8a5-e0f2-4f47-8c43-dd93962cc0da,biosphere3,Lithium carbonate,emission,kilogram,air,,,
eb2bfdf1-1881-40e8-bebb-d674b2a79149,biosphere3,"Lithium, ion",emission,kilogram,water,,,
6cd4ed76-161a-4d90-b275-dc74704ffd1d,biosphere3,Magnesium,emission,kilogram,soil,,,
9783014c-4ec6-4c9c-84d7-d34c8b390a0b,biosphere3,Magnesium,emission,kilogram,water,,,
aeefa758-5f4f-4bb4-a28a-4075e81f2fde,biosphere3,Magnesium,emission,kilogram,air,,,
39ec593c-6c45-571f-8a6b-b76472bb4824,biosphere3,Maleic anhydride,emission,kilogram,water,,,
6b7fbea6-4a86-40f9-954d-3c9b3611abfd,biosphere3,Manganese,emission,kilogram,soil,,,
10cbd2f7-c41b-4bb4-b636-d8fc15cf0282,biosphere3,Manganese,emission,kilogram,water,,,
295060ba-3c3d-45e4-99ca-e17b1204b553,biosphere3,Manganese,emission,kilogram,air,,,
729eac4f-0339-4d0f-8956-a71ebe20a527,biosphere3,Manganese-54,emission,kilo Becquerel,water,,,
28955c40-9925-47d2-9770-dc18a4bba82a,biosphere3,Manganese-54,emission,kilo Becquerel,air,,,
06ee87f5-4946-4ecd-9615-b4723595fbaf,biosphere3,Manganese-55,emission,kilo Becquerel,water,,,
f7eca11f-546f-4712-ad80-724254685596,biosphere3,Mercury,emission,kilogram,soil,Hg,tonnes,soil
9325957a-bee5-4f2d-8bd1-458729c5e49e,biosphere3,Mercury,emission,kilogram,water,,,
71234253-b3a7-4dfe-b166-a484ad15bee7,biosphere3,Mercury,emission,kilogram,air,Hg,tonnes,air
8c283de2-50d3-40c8-8bff-1e172c3398f8,biosphere3,"Methane, bromo-, Halon 1001",emission,kilogram,air,,,
ee31ac2a-9336-4ed6-8077-9663003bc2f9,biosphere3,"Methane, bromochlorodifluoro-, Halon 1211",emission,kilogram,air,,,
4ac2ffc3-312e-4e2d-88c4-2630d4a73d8c,biosphere3,"Methane, bromotrifluoro-, Halon 1301",emission,kilogram,air,,,
18c582fe-7336-4138-8797-2db8b7a754c7,biosphere3,"Methane, chlorodifluoro-, HCFC-22",emission,kilogram,air,HCFCs,tonnes,air
5eafb840-6f50-418d-98bd-27b86f75613c,biosphere3,"Methane, chloro-fluoro-, HCFC-31",emission,kilogram,air,HCFCs,tonnes,air
e06e2e1e-ad87-49e2-a184-f2d1c48b7b46,biosphere3,"Methane, chlorotrifluoro-, CFC-13",emission,kilogram,air,CFCs,tonnes,air
75c80de0-a0fa-45e2-9f7b-f6fa4e4431e1,biosphere3,"Methane, dichloro-, HCC-30",emission,kilogram,water,,,
432a3326-73f8-4752-bc4d-06b7b4b1243c,biosphere3,"Methane, dichloro-, HCC-30",emission,kilogram,air,,,
c0e8ec60-a5ae-432e-97a5-cf76b6247a00,biosphere3,"Methane, dichlorodifluoro-, CFC-12",emission,kilogram,air,CFCs,tonnes,air
2460ff3a-b368-4224-9c0d-0900fd29608f,biosphere3,"Methane, dichlorofluoro-, HCFC-21",emission,kilogram,water,,,
04a6edb8-624a-484e-8f85-d771657adae7,biosphere3,"Methane, dichlorofluoro-, HCFC-21",emission,kilogram,air,HCFCs,tonnes,air
151212b4-079b-43a2-96d5-a6eef59166ac,biosphere3,"Methane, difluoro-, HFC-32",emission,kilogram,air,HFCs,tonnes,air
0795345f-c7ae-410c-ad25-1845784c75f5,biosphere3,"Methane, fossil",emission,kilogram,air,CH4,tonnes,air
7f0ba7c9-341e-413d-80f6-8753727d65d1,biosphere3,"Methane, from soil or biomass stock",emission,kilogram,air,,,
18ea247b-edc2-43fe-89bd-cedd04102bcc,biosphere3,"Methane, monochloro-, R-40",emission,kilogram,air,,,
da1157e2-7593-4dfd-80dd-a3449b37a4d8,biosphere3,"Methane, non-fossil",emission,kilogram,air,,,
86d12e70-0c64-4ecf-ba52-114fa0c5d402,biosphere3,"Methane, tetrachloro-, R-10",emission,kilogram,air,,,
9a366c85-61a0-48bd-8af0-a2a96b327bc1,biosphere3,"Methane, tetrachloro-, R-10",emission,kilogram,water,,,
33681770-a0e1-4ce8-93c3-941fd607fa5f,biosphere3,"Methane, tetrafluoro-, R-14",emission,kilogram,air,,,
51e99a55-bcdb-4d18-9484-6de4b142e09d,biosphere3,"Methane, trichlorofluoro-, CFC-11",emission,kilogram,air,CFCs,tonnes,air
e5ba3517-a93f-422e-9ce2-f1007fcf6c06,biosphere3,"Methane, trifluoro-, HFC-23",emission,kilogram,air,,,
4ddc40ac-2b6a-4f7f-8f8a-db439b443263,biosphere3,Methanesulfonic acid,emission,kilogram,air,,,
0ebdb68a-f50d-4b0c-ad4b-3a1104d8b454,biosphere3,Methanol,emission,kilogram,air,,,
ee2c5c6c-ff01-4151-8332-d4bf1508c759,biosphere3,Methanol,emission,kilogram,water,,,
bd70c699-1ea1-4bb1-b23d-bc771d7d6311,biosphere3,Methyl acetate,emission,kilogram,air,,,
c2f5d202-daf5-4e73-87ec-2c4fc75b832c,biosphere3,Methyl acetate,emission,kilogram,water,,,
85fa4541-289d-4e24-9664-09efa68fe470,biosphere3,Methyl acrylate,emission,kilogram,water,,,
39c49db2-409a-4d5d-93f5-454535398965,biosphere3,Methyl acrylate,emission,kilogram,air,,,
ec420d84-577b-402e-bd90-f8a4b2310135,biosphere3,Methyl amine,emission,kilogram,air,,,
d3ac53b1-17d5-40e7-b51d-422e16316404,biosphere3,Methyl amine,emission,kilogram,water,,,
d5a6fcba-b958-4b06-b193-b712eeb65cf4,biosphere3,Methyl borate,emission,kilogram,water,,,
971246f7-14d9-4ad5-98da-fc147dd8800f,biosphere3,Methyl borate,emission,kilogram,air,,,
d3709c7e-7c61-45a4-92e4-f7cf95ebe3a2,biosphere3,Methyl ethyl ketone,emission,kilogram,air,,,
4877b7b5-0ac1-47f7-96bd-677179544c9f,biosphere3,Methyl formate,emission,kilogram,air,,,
c28194ca-3ebc-4f8b-a456-f133e8d0aaee,biosphere3,Methyl formate,emission,kilogram,water,,,
a3b906e7-7466-4500-8636-f1a4c2950eb8,biosphere3,Methyl lactate,emission,kilogram,air,,,
f7ea1420-3b1b-4bc8-9f9e-fdd15771c0d4,biosphere3,Methyl pentane,emission,kilogram,water,,,
be13179a-7e8b-57f8-9852-137ce88a1525,biosphere3,Methylamine,emission,kilogram,air,,,
fdaaef05-0d10-4032-b2e7-85cae3c7bd5c,biosphere3,Molybdenum,emission,kilogram,water,,,
8b531ec0-ca7a-49cd-bef0-56f110112f34,biosphere3,Molybdenum,emission,kilogram,soil,,,
640e30d2-3158-4a1a-82ef-fd0c72922c9a,biosphere3,Molybdenum,emission,kilogram,air,,,
51961868-5152-47af-8e3c-45f31dae6519,biosphere3,Molybdenum-99,emission,kilo Becquerel,water,,,
60340c7f-e9ce-474f-ac08-a6d4d9f864fc,biosphere3,Monochloroethane,emission,kilogram,water,,,
bce77a75-c399-4fa6-94ab-90d0e704ebde,biosphere3,Monochloroethane,emission,kilogram,air,,,
9f550c00-0f0f-45e7-a29c-a450752d4c7a,biosphere3,Monoethanolamine,emission,kilogram,air,,,
071efe89-12e0-4ff8-80d1-4e6cf1e37233,biosphere3,Monoethanolamine,emission,kilogram,water,,,
cfdbc576-e8dc-44ef-bdf2-ddd7009ce57e,biosphere3,m-Xylene,emission,kilogram,air,,,
feb813f2-ff76-4f52-a966-55297494de4a,biosphere3,m-Xylene,emission,kilogram,water,,,
7346ba9f-476c-4343-9f37-d1bb174eed6d,biosphere3,Naphtalene,emission,kilogram,air,,,
3df4c2f4-c854-4493-b514-f2f3accdc307,biosphere3,Naphthalene,emission,kilogram,air,,,
c37ff1f2-c2de-4d31-a875-8b6265ab97bf,biosphere3,N-Bromoacetamide,emission,kilogram,air,,,
2ec209eb-22f1-47ca-8d32-c11dc4a92d0d,biosphere3,Neptunium-237,emission,kilo Becquerel,water,,,
9fb84b6b-8396-4190-80f0-fc8cbc97b107,biosphere3,Neptunium-237,emission,kilo Becquerel,air,,,
2bcad3b3-5305-481c-a166-ad5e6eac2675,biosphere3,Nickel,emission,kilogram,soil,Ni,tonnes,soil
a5506f4b-113f-4713-95c3-c819dde6e48b,biosphere3,Nickel,emission,kilogram,air,Ni,tonnes,air
6ec6cdaa-5a01-46d4-b716-1905e56690ea,biosphere3,"Nickel, ion",emission,kilogram,water,,,
70896cfa-fd83-4a5d-b663-74f7e4670217,biosphere3,Niobium-95,emission,kilo Becquerel,air,,,
a53100b0-d453-4dad-b885-3728482d5c55,biosphere3,Niobium-95,emission,kilo Becquerel,water,,,
5e7cf95c-9cc3-4479-89af-55377b3db99c,biosphere3,Nitrate,emission,kilogram,air,,,
5189de76-6bbb-44ba-8c42-5714f1b4371f,biosphere3,Nitrate,emission,kilogram,water,N,tonnes,water
